Representation-Polynomial-Quadratic,0
Representation-Polynomial-Linear,0
Representation-Polynomial-AlgebraicFunction,0
Representation-cdf-ProbabilityDistributionFunction,0
Representation-Environment-SystemComponent,29
Representation-Star-Planet,0
Representation-Function-Derivative,0
Representation-Function-Derivative,0
Representation-Function-Step,0
Representation-Function-DependentVariable,0
Representation-Function-BasisFunction,0
Representation-Function-Nonlinear,0
Representation-Function-Continuous,2
Representation-Function-TranscendentalFunction,0
Representation-Function-VectorFunction,0
Representation-Function-AlgebraicFunction,0
Representation-ESDR-EarthScienceDataRecord,0
Representation-Nighttime-Nocturnal,0
Representation-Measurement-Representation,35
Representation-Graph-ConnectedGraph,0
Representation-Graph-Forest,0
Representation-Resolution-AngularExtent,0
Representation-Validation-ExperimentActivity,17
Representation-Seq-Sequence,1
Representation-Seq-Tensor,0
Representation-Thickness-Evapotranspiration,0
Representation-Thickness-FluidHead,1
Representation-Thickness-PhysicalQuantity,4
Representation-Thickness-WaterContent,0
Representation-Thickness-VerticalExtent,0
Representation-Data-Realization,17
Representation-Data-Collection,82
Representation-Excavate-ExperimentActivity,17
Representation-Logistic-TranscendentalFunction,0
Representation-GCM-GeneralCirculationModel,0
Representation-Biharmonic-VectorFieldOperation,0
Representation-Sink-Reservoir,0
Representation-Discontinuous-Function,0
Representation-Discontinuous-Continuous,2
Representation-Prediction-Predict,17
Representation-Prediction-Estimate,0
Representation-Volume-SpatialMeasure,23
Representation-Volume-Capacity,0
Representation-Instant-CurrentTime,0
Representation-Instant-EndTime,0
Representation-Instant-Noon,0
Representation-Instant-Sunset,0
Representation-Instant-Equinox,0
Representation-Instant-Midnight,0
Representation-Instant-Sunrise,0
Representation-Instant-Solstice,0
Representation-Forest-Graph,0
Representation-Sequence-History,1
Representation-Hyperbola-ConicSection,0
Representation-Interval-Delay,0
Representation-Interval-NumericalEntity,0
Representation-Interval-TimeRange,0
Representation-History-Unconformity,0
Representation-History-Provenance,1
Representation-History-Genesis,1
Representation-History-StratigraphicSequence,0
Representation-Statistics-NumericalEntity,0
Representation-Statistics-GoodnessOfFit,0
Representation-Character-Representation,35
Representation-Character-Delimiter,0
Representation-Matrix-Tensor,0
Representation-Gradient-Derivative,0
Representation-Version-Iteration,0
Representation-Weather-MeteorologicalPhenomena,18
Representation-Weather-WeatherCondition,18
Representation-Twilight-Dusk,0
Representation-Twilight-Dawn,0
Representation-Unit-BaseUnit,0
Representation-Unit-LogarithmicUnit,0
Representation-Discover-Discovery,1
Representation-Pressure-PressureTendency,0
Representation-Pressure-AcousticWave,0
Representation-Pressure-TotalPressure,0
Representation-Pressure-StaticPressure,0
Representation-Pressure-HydrostaticPressure,0
Representation-Pressure-DifferentialPressure,0
Representation-Pressure-HighPressure,3
Representation-Pressure-Area,0
Representation-Pressure-BarometricPressure,0
Representation-Pressure-Ratio,19
Representation-Pressure-Force,0
Representation-Surface-Contour,1
Representation-Bowl-GeometricalObject_3D,13
Representation-Density-PotentialDensity,0
Representation-Density-OxygenDemand,0
Representation-Density-TotalDissolvedSolids,0
Representation-Density-MassConcentration,3
Representation-Vector-VectorFunction,0
Representation-Differentiation-Derivative,0
Representation-Documentation-ExperimentActivity,17
Representation-Salinity-SaltIon,0
Representation-Salinity-Pycnocline,0
Representation-Salinity-MassConcentration,3
Representation-Salinity-Halocline,0
Representation-Direction-VerticalDirection,0
Representation-Direction-Inclination,0
Representation-Direction-HorizontalDirection,0
Representation-Direction-AzimuthalDirection,0
Representation-Direction-Bearing,0
Representation-Direction-Outgoing,0
Representation-Direction-Axis,0
Representation-Direction-Azimuth,0
Representation-Qualitative-MeasurementScale,0
Representation-Discrete-Function,0
Representation-Discrete-DiscreteFunction,0
Representation-Discrete-Continuous,2
Representation-Continuous-Function,0
Representation-Continuous-Continuity,2
Representation-Dipole-GeometricalObject_3D,13
Representation-Linear-Nonlinear,0
Representation-Linear-Affine,0
Representation-Linear-Polynomial,0
Representation-Layer-PlanetaryLayer,0
Representation-Layer-Shell,0
Representation-Layer-GeometricalObject_3D,13
Representation-Layer-DataProduct,0
Representation-Layer-Envelope,0
Representation-Ratio-BowenRatio,1
Representation-Ratio-Power,17
Representation-Ratio-DimensionlessRatio,0
Representation-Agent-ExperimentActivity,17
Representation-Tube-GeometricalObject_3D,13
Representation-Train-Vehicle,7
Representation-Entropy-Energy,13
Representation-Striation-GeometricalObject_3D,13
Representation-Variable-Derivative,0
Representation-Variable-Representation,35
Representation-Variable-DependentVariable,0
Representation-Variable-NumericalEntity,0
Representation-Division-Quotient,0
Representation-Division-Ratio,19
Representation-Normal-DistributionFunction,0
Representation-Belt-GeometricalObject_3D,13
Representation-Edge-Boundary,0
Representation-Edge-StructuralComponent,0
Representation-Edge-WeightedEdge,0
Representation-Arc-GeologicFeature,0
Representation-Arc-StructuralComponent,0
Representation-Arc-RemnantArc,0
Representation-Arc-BackArc,0
Representation-Cell-CellCluster,0
Representation-Cell-Phenomena,3
Representation-Cell-Rotation,5
Representation-Output-SystemComponent,29
Representation-Slope-Derivative,0
Representation-Time-ColdestMonth,0
Representation-Time-TimeMean,0
Representation-Time-Age,0
Representation-Time-PhysicalQuantity,4
Representation-Time-Power,17
Representation-Point-Vertex,0
Representation-Point-Interval,0
Representation-Point-NumericalEntity,0
Representation-Point-Polygon,0
Representation-Bivariate-Function,0
Representation-Dome-GeometricalObject_3D,13
Representation-Plane-Surface,1
Representation-Increment-Resolution,0
Representation-Externality-SystemComponent,29
Representation-Continuity-Continuous,2
Representation-Scalar-NumericalEntity,0
Representation-Space-SpatialRepresentation,0
Representation-Space-GlobalClimate,7
Representation-Quadratic-Polynomial,0
