Realm-Particulate-Soot,0
Realm-Particulate-Pollen,6
Realm-Particulate-PM2point5,2
Realm-Particulate-SuspendedSubstance,0
Realm-Harbor-CoastalRegion,13
Realm-Stratopause-PlanetaryBoundary,0
Realm-Stratopause-Stratosphere,0
Realm-Rock-Breccia,0
Realm-Rock-Petrology,6
Realm-Rock-Regolith,0
Realm-Rock-Xenolith,0
Realm-Rock-Lithosphere,2
Realm-Rock-Melange,0
Realm-Rock-SolidSubstance,0
Realm-Asthenosphere-UpperMantleFlowing,0
Realm-Freezing-Cryoturbation,1
Realm-Troposphere-PlanetarySurface,0
Realm-Mixing-Aeration,0
Realm-Mixing-MixingFog,0
Realm-Mixing-Cryoturbation,1
Realm-Orography-Landform,49
Realm-Orography-Orographic,0
Realm-Orography-Mountain,0
Realm-Orography-Damming,0
Realm-Deformation-Fold,0
Realm-Deformation-Orogen,1
Realm-Deformation-SolidPhenomena,9
Realm-Hydrosphere-Hydropattern,0
Realm-Country-MetropolitanArea,0
Realm-Country-FederalGoverningBody,6
Realm-Country-Province,6
Realm-Slip-SolidPhenomena,9
Realm-Constant-NumericalEntity,0
Realm-Impact-OrdinalProperty,0
Realm-Radiation-RadiativeTransfer,0
Realm-Radiation-RadiantEnergy,16
Realm-Swamp-Vegetation,7
Realm-Swamp-Wetland,1
Realm-Catchment-Watershed,0
Realm-Atmosphere-PlanetaryBoundaryLayer,0
Realm-Atmosphere-AtmosphereLandExchange,0
Realm-Atmosphere-Aircraft,0
Realm-Atmosphere-PlanetarySurface,0
Realm-Molasse-PeripheralForelandBasin,0
Realm-Reservoir-SystemComponent,0
Realm-Reservoir-BodyOfWater,77
Realm-Reservoir-Sink,0
Realm-Desert-AeolianLandform,0
Realm-Desert-DesertWind,0
Realm-Hummock-Landform,49
Realm-A-TropicalClimate,0
Realm-DLayer-Mantle,11
Realm-Sill-PlutonicStructure,0
Realm-Nocturnal-NocturnalCooling,0
Realm-Nocturnal-Nighttime,0
Realm-Corrosion-ChemicalProcess,0
Realm-Slack-AeolianLandform,0
Realm-Clast-Sediment,5
Realm-Climate-Paleoclimate,0
Realm-Climate-ClimateIndicator,0
Realm-Climate-GlobalClimate,7
Realm-Climate-ThermalClimate,11
Realm-Climate-Mesoclimate,0
Realm-Climate-LocalClimate,0
Realm-Climate-Temperature,201
Realm-Climate-ClimateAverage,0
Realm-Climate-MoistureClimate,0
Realm-Climate-Moisture,0
Realm-Cavity-GeometricalObject_3D,13
Realm-Cavity-Crater,0
Realm-Inversion-InversionLayer,0
Realm-Inversion-FluidPhenomena,0
Realm-Inversion-FrontalInversion,0
Realm-Spring-BodyOfWater,77
Realm-Cryoturbation-Freezing,1
Realm-Cryoturbation-Mixing,0
Realm-Channel-BodyOfWater,77
Realm-Channel-Strait,9
Realm-Configuration-Fabric,2
Realm-Halocline-WaterBodyLayer,0
Realm-Salinity-SaltIon,0
Realm-Salinity-Halocline,0
Realm-Salinity-MassConcentration,3
Realm-Salinity-Pycnocline,0
Realm-Scrub-Vegetation,7
Realm-Turbidity-AphoticZone,0
Realm-Lamination-Landform,49
Realm-Congelation-SolidPhenomena,9
Realm-Lake-FreshwaterLake,24
Realm-Lake-BodyOfWater,77
Realm-Lake-LakeEffect,24
Realm-Lake-LakeBreeze,24
Realm-State-City,0
Realm-State-PhysicalState,38
Realm-State-BiologicalState,38
Realm-State-Country,18
Realm-State-SystemState,0
Realm-State-County,0
Realm-Laccolith-PlutonicStructure,0
Realm-Sand-Sediment,5
Realm-Sand-SandHaze,0
Realm-Sand-Dune,0
Realm-Lava-Pahoehoe,0
Realm-Lava-ExtrusiveRock,0
Realm-Lava-Obsidian,0
Realm-Lava-VolcanicRock,0
Realm-Floe-IceFloe,0
Realm-Drainage-Removal,1
Realm-Mouth-BodyOfWater,77
Realm-Surface-Contour,0
Realm-Planet-Moon,1
Realm-Aquitard-HydrosphereFeature,11
Realm-Peat-Sediment,5
Realm-Corona-CoronalPhenomena,0
Realm-Beach-Landform,49
Realm-Beach-BodyOfWater,77
Realm-Spit-CoastalRegion,13
Realm-Riparian-CoastalRegion,13
Realm-Area-OceanArea,23
Realm-Area-SpatialMeasure,23
Realm-Karst-KarstLandform,0
Realm-Fracture-Failure,0
Realm-Fracture-Fault,0
Realm-Fracture-Spintery,0
Realm-Fracture-Cataclasis,0
Realm-Fracture-Conchoidal,0
Realm-Fracture-Microfracture,0
Realm-Fracture-Jagged,0
Realm-Fracture-Rupture,0
Realm-Fracture-FractureZone,0
Realm-Orographic-OrographicCloud,0
Realm-Orographic-NonOrographic,0
Realm-Orographic-OrographicLifting,0
Realm-Peatland-Peat,3
Realm-Peatland-Wetland,1
Realm-Moon-Planet,1
